legacy_fact_id,technical_topic,concise_factual_claim,classification,classification_reason,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,last_reviewed_date,human_technical_review_required,approved_for_publication
LEGACY-1122,Failure Reports,Failure Reports must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1123,Lifecycle Records,Lifecycle Records must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1124,Return-To-Use Criteria,Return-To-Use Criteria must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1125,Application-Specific Correction,Application-Specific Correction must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-scuffing.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1126,Adhesive Wear,Adhesive Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1127,Abrasive Wear,Abrasive Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1128,Fatigue Wear,Fatigue Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1129,Impact Wear,Impact Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1130,Corrosive Wear,Corrosive Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1131,Punch-Face Scratches,Punch-Face Scratches must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1132,Cup Wear,Cup Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1133,Land Wear,Land Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1134,Engraving Wear,Engraving Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1135,Die-Bore Wear,Die-Bore Wear must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1136,Coating Loss,Coating Loss must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1137,Substrate Hardness,Substrate Hardness must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-1138,Tooling Toughness,Tooling Toughness must be evaluated in context.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-punch-wear.html,No source supplied in legacy card,2026-08-07,Yes,No
